,url,score
215,00000011011000,0
216,00000011011001,0
217,00000011011010,1
218,00000011011011,0
219,00000011011100,0
220,00000011011101,0
221,00000011011110,0
222,00000011011111,0
223,00000011100000,1
224,00000011100001,0
225,00000011100010,0
226,00000011100011,1
227,00000011100100,0
228,00000011100101,1
229,00000011100110,1
230,00000011100111,1
231,00000011101000,0
232,00000011101001,0
233,00000011101010,0
234,00000011101011,1
235,00000011101100,0
236,00000011101101,1
237,00000011101110,1
238,00000011101111,0
239,00000011110000,0
240,00000011110001,0
241,00000011110010,1
242,00000011110011,0
243,00000011110100,0
244,00000011110101,0
245,00000011110110,1
246,00000011110111,1
247,00000011111000,1
248,00000011111001,0
249,00000011111010,0
250,00000011111011,1
251,00000011111100,1
252,00000011111101,0
253,00000011111110,0
254,00000011111111,0
255,00000100000000,1
256,00000100000001,0
257,00000100000010,1
258,00000100000011,0
259,00000100000100,1
260,00000100000101,0
261,00000100000110,0
262,00000100000111,1
263,00000100001000,0
264,00000100001001,1
265,00000100001010,1
266,00000100001011,1
267,00000100001100,0
268,00000100001101,0
269,00000100001110,0
270,00000100001111,1
271,00000100010000,0
272,00000100010001,0
273,00000100010010,1
274,00000100010011,0
275,00000100010100,1
276,00000100010101,1
277,00000100010110,0
278,00000100010111,0
279,00000100011000,0
280,00000100011001,1
281,00000100011010,0
282,00000100011011,1
283,00000100011100,1
284,00000100011101,1
285,00000100011110,1
286,00000100011111,0
287,00000100100000,1
288,00000100100001,0
289,00000100100010,1
290,00000100100011,1
291,00000100100100,0
292,00000100100101,0
293,00000100100110,0
294,00000100100111,0
295,00000100101000,1
296,00000100101001,0
297,00000100101010,1
298,00000100101011,0
299,00000100101100,1
300,00000100101101,1
301,00000100101110,1
302,00000100101111,0
303,00000100110000,1
304,00000100110001,1
305,00000100110010,0
306,00000100110011,1
307,00000100110100,0
308,00000100110101,1
309,00000100110110,1
310,00000100110111,1
311,00000100111000,0
312,00000100111001,1
313,00000100111010,0
314,00000100111011,1
315,00000100111100,0
316,00000100111101,1
317,00000100111110,1
318,00000100111111,0
319,00000101000000,0
320,00000101000001,0
321,00000101000010,1
322,00000101000011,0
323,00000101000100,0
324,00000101000101,0
325,00000101000110,1
326,00000101000111,1
327,00000101001000,0
328,00000101001001,0
329,00000101001010,0
330,00000101001011,0
331,00000101001100,1
332,00000101001101,1
333,00000101001110,0
334,00000101001111,0
335,00000101010000,1
336,00000101010001,0
337,00000101010010,0
338,00000101010011,0
339,00000101010100,1
340,00000101010101,1
341,00000101010110,1
342,00000101010111,1
343,00000101011000,1
344,00000101011001,0
345,00000101011010,1
346,00000101011011,1
347,00000101011100,1
348,00000101011101,1
349,00000101011110,0
350,00000101011111,1
351,00000101100000,0
352,00000101100001,0
353,00000101100010,1
354,00000101100011,1
355,00000101100100,1
356,00000101100101,1
357,00000101100110,0
358,00000101100111,1
359,00000101101000,1
360,00000101101001,0
361,00000101101010,0
362,00000101101011,0
363,00000101101100,0
364,00000101101101,1
365,00000101101110,0
366,00000101101111,1
367,00000101110000,1
368,00000101110001,0
369,00000101110010,0
370,00000101110011,1
371,00000101110100,0
372,00000101110101,1
373,00000101110110,0
374,00000101110111,0
375,00000101111000,0
376,00000101111001,1
377,00000101111010,0
378,00000101111011,0
379,00000101111100,0
380,00000101111101,1
381,00000101111110,0
382,00000101111111,0
383,00000110000000,1
384,00000110000001,0
385,00000110000010,0
386,00000110000011,0
387,00000110000100,0
388,00000110000101,0
389,00000110000110,0
390,00000110000111,0
391,00000110001000,0
392,00000110001001,0
393,00000110001010,0
394,00000110001011,0
395,00000110001100,0
396,00000110001101,0
397,00000110001110,1
398,00000110001111,0
399,00000110010000,0
400,00000110010001,0
401,00000110010010,0
402,00000110010011,0
403,00000110010100,1
404,00000110010101,1
405,00000110010110,1
406,00000110010111,0
407,00000110011000,1
408,00000110011001,1
409,00000110011010,1
410,00000110011011,0
411,00000110011100,0
412,00000110011101,1
413,00000110011110,1
414,00000110011111,0
415,00000110100000,0
416,00000110100001,1
417,00000110100010,0
418,00000110100011,0
419,00000110100100,0
420,00000110100101,1
421,00000110100110,0
422,00000110100111,0
423,00000110101000,1
424,00000110101001,0
425,00000110101010,1
426,00000110101011,0
427,00000110101100,0
428,00000110101101,0
429,00000110101110,0
430,00000110101111,1
431,00000110110000,1
432,00000110110001,0
433,00000110110010,0
434,00000110110011,0
435,00000110110100,1
436,00000110110101,1
437,00000110110110,1
438,00000110110111,0
439,00000110111000,0
440,00000110111001,1
441,00000110111010,0
442,00000110111011,0
443,00000110111100,0
444,00000110111101,0
445,00000110111110,0
446,00000110111111,0
447,00000111000000,0
448,00000111000001,1
449,00000111000010,0
450,00000111000011,1
451,00000111000100,0
452,00000111000101,1
453,00000111000110,0
454,00000111000111,0
455,00000111001000,0
456,00000111001001,0
457,00000111001010,0
458,00000111001011,1
459,00000111001100,0
460,00000111001101,0
461,00000111001110,1
462,00000111001111,0
463,00000111010000,1
464,00000111010001,1
465,00000111010010,0
466,00000111010011,1
467,00000111010100,0
468,00000111010101,0
469,00000111010110,1
470,00000111010111,0
471,00000111011000,1
472,00000111011001,1
473,00000111011010,1
474,00000111011011,1
475,00000111011100,0
476,00000111011101,1
477,00000111011110,1
478,00000111011111,0
479,00000111100000,1
480,00000111100001,0
481,00000111100010,0
482,00000111100011,1
483,00000111100100,0
484,00000111100101,0
485,00000111100110,1
486,00000111100111,1
487,00000111101000,0
488,00000111101001,1
489,00000111101010,1
490,00000111101011,0
491,00000111101100,1
492,00000111101101,1
493,00000111101110,1
494,00000111101111,0
495,00000111110000,0
496,00000111110001,0
497,00000111110010,0
498,00000111110011,0
499,00000111110100,0
500,00000111110101,0
501,00000111110110,1
502,00000111110111,0
503,00000111111000,0
504,00000111111001,0
505,00000111111010,0
506,00000111111011,0
507,00000111111100,0
508,00000111111101,0
509,00000111111110,0
510,00000111111111,1
511,00001000000000,0
512,00001000000001,0
513,00001000000010,1
514,00001000000011,0
515,00001000000100,0
516,00001000000101,0
517,00001000000110,0
518,00001000000111,0
519,00001000001000,0
520,00001000001001,0
521,00001000001010,0
522,00001000001011,1
523,00001000001100,0
524,00001000001101,1
525,00001000001110,0
526,00001000001111,0
527,00001000010000,1
528,00001000010001,1
529,00001000010010,0
530,00001000010011,1
531,00001000010100,1
532,00001000010101,1
533,00001000010110,0
534,00001000010111,0
535,00001000011000,1
536,00001000011001,1
537,00001000011010,0
538,00001000011011,1
539,00001000011100,0
540,00001000011101,1
541,00001000011110,1
542,00001000011111,1
543,00001000100000,0
544,00001000100001,1
545,00001000100010,0
546,00001000100011,0
547,00001000100100,0
548,00001000100101,1
549,00001000100110,1
550,00001000100111,1
551,00001000101000,1
552,00001000101001,1
553,00001000101010,0
554,00001000101011,1
555,00001000101100,0
556,00001000101101,0
557,00001000101110,1
558,00001000101111,1
559,00001000110000,0
560,00001000110001,1
561,00001000110010,1
562,00001000110011,0
563,00001000110100,0
564,00001000110101,0
565,00001000110110,0
566,00001000110111,1
567,00001000111000,1
568,00001000111001,1
569,00001000111010,0
570,00001000111011,1
571,00001000111100,1
572,00001000111101,0
573,00001000111110,0
574,00001000111111,1
575,00001001000000,1
576,00001001000001,1
577,00001001000010,1
578,00001001000011,0
579,00001001000100,0
580,00001001000101,1
581,00001001000110,1
582,00001001000111,0
583,00001001001000,1
584,00001001001001,0
585,00001001001010,1
586,00001001001011,0
587,00001001001100,0
588,00001001001101,0
589,00001001001110,0
590,00001001001111,1
591,00001001010000,0
592,00001001010001,1
593,00001001010010,1
594,00001001010011,1
595,00001001010100,0
596,00001001010101,0
597,00001001010110,1
598,00001001010111,1
599,00001001011000,1
600,00001001011001,0
601,00001001011010,0
602,00001001011011,0
603,00001001011100,0
604,00001001011101,0
605,00001001011110,1
606,00001001011111,0
607,00001001100000,1
608,00001001100001,0
609,00001001100010,0
610,00001001100011,0
611,00001001100100,0
612,00001001100101,1
613,00001001100110,0
614,00001001100111,0
615,00001001101000,0
616,00001001101001,1
617,00001001101010,0
618,00001001101011,1
619,00001001101100,1
620,00001001101101,0
621,00001001101110,0
622,00001001101111,0
623,00001001110000,1
624,00001001110001,0
625,00001001110010,1
626,00001001110011,1
627,00001001110100,0
628,00001001110101,1
629,00001001110110,1
630,00001001110111,1
631,00001001111000,1
632,00001001111001,1
633,00001001111010,0
634,00001001111011,0
635,00001001111100,1
636,00001001111101,1
637,00001001111110,0
638,00001001111111,1
639,00001010000000,0
640,00001010000001,1
641,00001010000010,1
642,00001010000011,1
643,00001010000100,0
644,00001010000101,0
645,00001010000110,1
646,00001010000111,0
647,00001010001000,1
648,00001010001001,0
649,00001010001010,1
650,00001010001011,0
651,00001010001100,1
652,00001010001101,0
653,00001010001110,0
654,00001010001111,1
655,00001010010000,0
656,00001010010001,0
657,00001010010010,0
658,00001010010011,0
659,00001010010100,0
660,00001010010101,1
661,00001010010110,0
662,00001010010111,1
663,00001010011000,1
664,00001010011001,1
665,00001010011010,0
666,00001010011011,1
667,00001010011100,1
668,00001010011101,0
669,00001010011110,1
670,00001010011111,0
671,00001010100000,1
672,00001010100001,0
673,00001010100010,0
674,00001010100011,1
675,00001010100100,1
676,00001010100101,1
677,00001010100110,0
678,00001010100111,1
679,00001010101000,0
680,00001010101001,1
681,00001010101010,1
682,00001010101011,0
683,00001010101100,1
684,00001010101101,0
685,00001010101110,0
686,00001010101111,0
687,00001010110000,1
688,00001010110001,0
689,00001010110010,0
690,00001010110011,0
691,00001010110100,0
692,00001010110101,0
693,00001010110110,1
694,00001010110111,0
695,00001010111000,1
696,00001010111001,1
697,00001010111010,1
698,00001010111011,0
699,00001010111100,0
700,00001010111101,0
701,00001010111110,1
702,00001010111111,1
703,00001011000000,1
704,00001011000001,1
705,00001011000010,0
706,00001011000011,0
707,00001011000100,1
708,00001011000101,1
709,00001011000110,0
710,00001011000111,0
711,00001011001000,1
712,00001011001001,0
713,00001011001010,0
714,00001011001011,1
715,00001011001100,1
716,00001011001101,0
717,00001011001110,0
718,00001011001111,0
719,00001011010000,1
720,00001011010001,1
721,00001011010010,0
722,00001011010011,0
723,00001011010100,0
724,00001011010101,1
725,00001011010110,0
726,00001011010111,0
727,00001011011000,0
728,00001011011001,0
729,00001011011010,1
730,00001011011011,0
731,00001011011100,1
732,00001011011101,0
733,00001011011110,0
734,00001011011111,0
735,00001011100000,1
736,00001011100001,0
737,00001011100010,1
738,00001011100011,0
739,00001011100100,0
740,00001011100101,0
741,00001011100110,1
742,00001011100111,1
743,00001011101000,0
744,00001011101001,0
745,00001011101010,0
746,00001011101011,0
747,00001011101100,0
748,00001011101101,1
749,00001011101110,0
750,00001011101111,0
751,00001011110000,0
752,00001011110001,1
753,00001011110010,1
754,00001011110011,0
755,00001011110100,0
756,00001011110101,0
757,00001011110110,0
758,00001011110111,1
759,00001011111000,1
760,00001011111001,0
761,00001011111010,1
762,00001011111011,0
763,00001011111100,0
764,00001011111101,0
765,00001011111110,0
766,00001011111111,1
767,00001100000000,0
768,00001100000001,0
769,00001100000010,0
770,00001100000011,1
771,00001100000100,0
772,00001100000101,0
773,00001100000110,1
774,00001100000111,1
775,00001100001000,1
776,00001100001001,1
777,00001100001010,1
778,00001100001011,1
779,00001100001100,1
780,00001100001101,0
781,00001100001110,0
782,00001100001111,0
783,00001100010000,1
784,00001100010001,1
785,00001100010010,1
786,00001100010011,0
787,00001100010100,1
788,00001100010101,1
789,00001100010110,1
790,00001100010111,0
791,00001100011000,1
792,00001100011001,1
793,00001100011010,0
794,00001100011011,0
795,00001100011100,0
796,00001100011101,1
797,00001100011110,1
798,00001100011111,0
799,00001100100000,1
800,00001100100001,0
801,00001100100010,0
802,00001100100011,0
803,00001100100100,0
804,00001100100101,1
805,00001100100110,1
806,00001100100111,0
807,00001100101000,1
808,00001100101001,0
809,00001100101010,1
810,00001100101011,1
811,00001100101100,1
812,00001100101101,1
813,00001100101110,1
814,00001100101111,1
815,00001100110000,0
816,00001100110001,0
817,00001100110010,1
818,00001100110011,1
819,00001100110100,1
820,00001100110101,0
821,00001100110110,0
822,00001100110111,0
823,00001100111000,1
824,00001100111001,1
825,00001100111010,1
826,00001100111011,0
827,00001100111100,0
828,00001100111101,0
829,00001100111110,0
830,00001100111111,0
831,00001101000000,0
832,00001101000001,0
833,00001101000010,1
834,00001101000011,1
835,00001101000100,1
836,00001101000101,1
837,00001101000110,1
838,00001101000111,0
839,00001101001000,0
840,00001101001001,1
841,00001101001010,1
842,00001101001011,0
843,00001101001100,1
844,00001101001101,0
845,00001101001110,1
846,00001101001111,1
847,00001101010000,1
848,00001101010001,1
849,00001101010010,0
850,00001101010011,1
851,00001101010100,1
852,00001101010101,0
853,00001101010110,0
854,00001101010111,0
855,00001101011000,0
856,00001101011001,1
857,00001101011010,1
858,00001101011011,0
859,00001101011100,1
860,00001101011101,1
861,00001101011110,0
862,00001101011111,0
863,00001101100000,1
864,00001101100001,0
865,00001101100010,1
866,00001101100011,0
867,00001101100100,0
868,00001101100101,1
869,00001101100110,0
870,00001101100111,1
871,00001101101000,0
872,00001101101001,0
873,00001101101010,0
874,00001101101011,1
875,00001101101100,1
876,00001101101101,1
877,00001101101110,0
878,00001101101111,1
879,00001101110000,1
880,00001101110001,1
881,00001101110010,0
882,00001101110011,1
883,00001101110100,0
884,00001101110101,0
885,00001101110110,1
886,00001101110111,0
887,00001101111000,1
888,00001101111001,0
889,00001101111010,0
890,00001101111011,1
891,00001101111100,1
892,00001101111101,0
893,00001101111110,0
894,00001101111111,1
895,00001110000000,1
896,00001110000001,0
897,00001110000010,1
898,00001110000011,0
899,00001110000100,1
900,00001110000101,0
901,00001110000110,0
902,00001110000111,0
903,00001110001000,0
904,00001110001001,0
905,00001110001010,0
906,00001110001011,1
907,00001110001100,1
908,00001110001101,1
909,00001110001110,0
910,00001110001111,1
911,00001110010000,1
912,00001110010001,0
913,00001110010010,1
914,00001110010011,0
915,00001110010100,0
916,00001110010101,1
917,00001110010110,0
918,00001110010111,0
919,00001110011000,0
920,00001110011001,0
921,00001110011010,0
922,00001110011011,0
923,00001110011100,1
924,00001110011101,0
925,00001110011110,0
926,00001110011111,0
927,00001110100000,0
928,00001110100001,1
929,00001110100010,1
930,00001110100011,1
931,00001110100100,0
932,00001110100101,0
933,00001110100110,0
934,00001110100111,1
935,00001110101000,1
936,00001110101001,1
937,00001110101010,0
938,00001110101011,0
939,00001110101100,0
940,00001110101101,1
941,00001110101110,1
942,00001110101111,0
943,00001110110000,0
944,00001110110001,1
945,00001110110010,1
946,00001110110011,0
947,00001110110100,1
948,00001110110101,1
949,00001110110110,1
950,00001110110111,0
951,00001110111000,0
952,00001110111001,0
953,00001110111010,0
954,00001110111011,1
955,00001110111100,0
956,00001110111101,0
957,00001110111110,0
958,00001110111111,0
959,00001111000000,0
960,00001111000001,1
961,00001111000010,1
962,00001111000011,0
963,00001111000100,0
964,00001111000101,1
965,00001111000110,0
966,00001111000111,0
967,00001111001000,1
968,00001111001001,1
969,00001111001010,0
970,00001111001011,1
971,00001111001100,1
972,00001111001101,0
973,00001111001110,1
974,00001111001111,0
975,00001111010000,0
976,00001111010001,0
977,00001111010010,0
978,00001111010011,1
979,00001111010100,1
980,00001111010101,1
981,00001111010110,1
982,00001111010111,1
983,00001111011000,0
984,00001111011001,1
985,00001111011010,0
986,00001111011011,1
987,00001111011100,1
988,00001111011101,1
989,00001111011110,0
990,00001111011111,0
991,00001111100000,0
992,00001111100001,0
993,00001111100010,0
994,00001111100011,0
995,00001111100100,1
996,00001111100101,1
997,00001111100110,0
998,00001111100111,1
999,00001111101000,1
1000,00001111101001,1
1001,00001111101010,1
1002,00001111101011,1
1003,00001111101100,0
1004,00001111101101,1
1005,00001111101110,0
1006,00001111101111,1
1007,00001111110000,1
1008,00001111110001,0
1009,00001111110010,1
1010,00001111110011,0
1011,00001111110100,0
1012,00001111110101,1
1013,00001111110110,1
1014,00001111110111,1
1015,00001111111000,0
1016,00001111111001,0
1017,00001111111010,0
1018,00001111111011,1
1019,00001111111100,1
1020,00001111111101,1
1021,00001111111110,0
1022,00001111111111,1
1023,00010000000000,0
1024,00010000000001,1
1025,00010000000010,0
1026,00010000000011,1
1027,00010000000100,1
1028,00010000000101,0
1029,00010000000110,0
1030,00010000000111,1
1031,00010000001000,1
1032,00010000001001,1
1033,00010000001010,1
1034,00010000001011,1
1035,00010000001100,1
1036,00010000001101,0
1037,00010000001110,0
1038,00010000001111,1
1039,00010000010000,0
1040,00010000010001,1
1041,00010000010010,1
1042,00010000010011,1
1043,00010000010100,0
1044,00010000010101,0
1045,00010000010110,0
1046,00010000010111,0
1047,00010000011000,0
1048,00010000011001,1
1049,00010000011010,0
1050,00010000011011,0
1051,00010000011100,1
1052,00010000011101,1
1053,00010000011110,0
1054,00010000011111,1
1055,00010000100000,1
1056,00010000100001,1
1057,00010000100010,0
1058,00010000100011,0
1059,00010000100100,1
1060,00010000100101,1
1061,00010000100110,1
1062,00010000100111,0
1063,00010000101000,1
1064,00010000101001,0
1065,00010000101010,0
1066,00010000101011,1
1067,00010000101100,0
1068,00010000101101,0
1069,00010000101110,1
1070,00010000101111,0
1071,00010000110000,1
1072,00010000110001,1
1073,00010000110010,1
1074,00010000110011,1
1075,00010000110100,1
1076,00010000110101,1
1077,00010000110110,1
1078,00010000110111,0
1079,00010000111000,0
1080,00010000111001,1
1081,00010000111010,0
1082,00010000111011,1
1083,00010000111100,0
1084,00010000111101,1
1085,00010000111110,0
1086,00010000111111,1
1087,00010001000000,1
1088,00010001000001,1
1089,00010001000010,1
1090,00010001000011,1
1091,00010001000100,1
1092,00010001000101,0
1093,00010001000110,1
1094,00010001000111,1
1095,00010001001000,0
1096,00010001001001,1
1097,00010001001010,1
1098,00010001001011,0
1099,00010001001100,0
1100,00010001001101,0
1101,00010001001110,1
1102,00010001001111,1
1103,00010001010000,1
1104,00010001010001,1
1105,00010001010010,0
1106,00010001010011,1
1107,00010001010100,1
1108,00010001010101,1
1109,00010001010110,0
1110,00010001010111,0
1111,00010001011000,1
1112,00010001011001,1
1113,00010001011010,1
1114,00010001011011,1
1115,00010001011100,1
1116,00010001011101,0
1117,00010001011110,0
1118,00010001011111,1
1119,00010001100000,0
1120,00010001100001,0
1121,00010001100010,1
1122,00010001100011,1
1123,00010001100100,1
1124,00010001100101,1
1125,00010001100110,0
1126,00010001100111,0
1127,00010001101000,0
1128,00010001101001,0
1129,00010001101010,0
1130,00010001101011,1
1131,00010001101100,1
1132,00010001101101,1
1133,00010001101110,1
1134,00010001101111,1
1135,00010001110000,0
1136,00010001110001,1
1137,00010001110010,0
1138,00010001110011,0
1139,00010001110100,1
1140,00010001110101,1
1141,00010001110110,0
1142,00010001110111,0
1143,00010001111000,0
1144,00010001111001,1
1145,00010001111010,1
1146,00010001111011,1
1147,00010001111100,0
1148,00010001111101,0
1149,00010001111110,0
1150,00010001111111,1
1151,00010010000000,0
1152,00010010000001,0
1153,00010010000010,0
1154,00010010000011,0
1155,00010010000100,0
1156,00010010000101,0
1157,00010010000110,1
1158,00010010000111,0
1159,00010010001000,1
1160,00010010001001,1
1161,00010010001010,1
1162,00010010001011,1
1163,00010010001100,0
1164,00010010001101,0
1165,00010010001110,0
1166,00010010001111,0
1167,00010010010000,0
1168,00010010010001,1
1169,00010010010010,0
1170,00010010010011,1
1171,00010010010100,0
1172,00010010010101,0
1173,00010010010110,0
1174,00010010010111,1
1175,00010010011000,0
1176,00010010011001,0
1177,00010010011010,1
1178,00010010011011,0
1179,00010010011100,1
1180,00010010011101,0
1181,00010010011110,0
1182,00010010011111,0
1183,00010010100000,1
1184,00010010100001,1
1185,00010010100010,0
1186,00010010100011,0
1187,00010010100100,1
1188,00010010100101,0
1189,00010010100110,1
1190,00010010100111,1
1191,00010010101000,1
1192,00010010101001,0
1193,00010010101010,0
1194,00010010101011,1
1195,00010010101100,1
1196,00010010101101,0
1197,00010010101110,1
1198,00010010101111,1
1199,00010010110000,1
1200,00010010110001,1
1201,00010010110010,0
1202,00010010110011,1
1203,00010010110100,1
1204,00010010110101,1
1205,00010010110110,1
1206,00010010110111,0
1207,00010010111000,1
1208,00010010111001,0
1209,00010010111010,0
1210,00010010111011,1
1211,00010010111100,0
1212,00010010111101,1
1213,00010010111110,0
1214,00010010111111,0
1215,00010011000000,1
1216,00010011000001,1
1217,00010011000010,0
1218,00010011000011,1
1219,00010011000100,0
1220,00010011000101,0
1221,00010011000110,1
1222,00010011000111,0
1223,00010011001000,1
1224,00010011001001,0
1225,00010011001010,1
1226,00010011001011,1
1227,00010011001100,0
1228,00010011001101,1
1229,00010011001110,1
1230,00010011001111,0
1231,00010011010000,0
1232,00010011010001,0
1233,00010011010010,1
1234,00010011010011,1
1235,00010011010100,0
1236,00010011010101,0
1237,00010011010110,0
1238,00010011010111,0
1239,00010011011000,0
1240,00010011011001,0
1241,00010011011010,1
1242,00010011011011,1
1243,00010011011100,1
1244,00010011011101,0
1245,00010011011110,0
1246,00010011011111,1
1247,00010011100000,0
1248,00010011100001,1
1249,00010011100010,0
1250,00010011100011,1
1251,00010011100100,0
1252,00010011100101,1
1253,00010011100110,1
1254,00010011100111,1
1255,00010011101000,0
1256,00010011101001,0
1257,00010011101010,1
1258,00010011101011,1
1259,00010011101100,1
1260,00010011101101,1
1261,00010011101110,1
1262,00010011101111,0
1263,00010011110000,1
1264,00010011110001,0
1265,00010011110010,1
1266,00010011110011,0
1267,00010011110100,0
1268,00010011110101,1
1269,00010011110110,0
1270,00010011110111,0
1271,00010011111000,1
1272,00010011111001,1
1273,00010011111010,1
1274,00010011111011,1
1275,00010011111100,1
1276,00010011111101,1
1277,00010011111110,0
1278,00010011111111,0
1279,00010100000000,0
1280,00010100000001,1
1281,00010100000010,1
1282,00010100000011,1
1283,00010100000100,1
1284,00010100000101,1
1285,00010100000110,0
1286,00010100000111,1
1287,00010100001000,0
1288,00010100001001,0
1289,00010100001010,1
1290,00010100001011,1
1291,00010100001100,1
1292,00010100001101,1
1293,00010100001110,1
1294,00010100001111,0
1295,00010100010000,0
1296,00010100010001,1
1297,00010100010010,1
1298,00010100010011,1
1299,00010100010100,1
1300,00010100010101,0
1301,00010100010110,1
1302,00010100010111,0
1303,00010100011000,1
1304,00010100011001,1
1305,00010100011010,1
1306,00010100011011,1
1307,00010100011100,0
1308,00010100011101,1
1309,00010100011110,0
1310,00010100011111,0
1311,00010100100000,0
1312,00010100100001,1
1313,00010100100010,1
1314,00010100100011,0
1315,00010100100100,0
1316,00010100100101,0
1317,00010100100110,0
1318,00010100100111,1
1319,00010100101000,1
1320,00010100101001,0
1321,00010100101010,0
1322,00010100101011,1
1323,00010100101100,1
1324,00010100101101,1
1325,00010100101110,0
1326,00010100101111,1
1327,00010100110000,1
1328,00010100110001,0
1329,00010100110010,1
1330,00010100110011,1
1331,00010100110100,0
1332,00010100110101,1
1333,00010100110110,0
1334,00010100110111,0
1335,00010100111000,1
1336,00010100111001,0
1337,00010100111010,1
1338,00010100111011,1
1339,00010100111100,0
1340,00010100111101,1
1341,00010100111110,1
1342,00010100111111,0
1343,00010101000000,1
1344,00010101000001,1
1345,00010101000010,1
1346,00010101000011,0
1347,00010101000100,0
1348,00010101000101,0
1349,00010101000110,1
1350,00010101000111,0
1351,00010101001000,0
1352,00010101001001,0
1353,00010101001010,1
1354,00010101001011,1
1355,00010101001100,1
1356,00010101001101,0
1357,00010101001110,1
1358,00010101001111,0
1359,00010101010000,0
1360,00010101010001,0
1361,00010101010010,1
